id;name;RA;Decl;V_mag;R_star;M_star;Priority;SpcType;comments;period;period_error;t0;t0_error;depth;duration;Rs_a;Mp;Rp;filler;public;tess;required_observations;done;t0_sg1;t0_error_sg1;period_sg1;period_error_sg1;duration_sg1;duration_error_sg1;Rp_sg1;comments_sg1;depth_sg1;plan_observations;rv_interested;master_disposition;publication_status_sg1;predicted_K_sg2;Teq_sg2;Teff_GAIA_sg2;insolation_sg2;observations;stellar_density
2594;"K2-245b";185.18166666667;-1.5909;12.21;;;1;;"ATREIDES Project - ephemeris refinement. Observe only on the dates required by the special observation calendar. This is a confirmed planet, change FoV to get good reference stars accordingly.";11.89307;0.00065;2457587.5524;0.0018;;0.175;;;;0;;;1;"No";;;;;;;;;;;;;;;;;;0;
1288;"TOI02079.02";185.33820833333;57.752363888889;12.816;;;5;;"Multiple system, validation of the .01 planet in prep (contact Emma) M&Ms target Observed on 8 April. Report: The observations were affected by clouds, data are useless. Part of Zoe's paper";9.3174072;0;2459633.661001;0;;0.0660417;;;;0;1;1;1;"Yes";2459633.661;0.0029;9.3174072;4.11E-5;0.06604166667;0.29614007;1.9;"[P=9.3173441] potential multi; Robert Wells/SAINT-EX observed a full on 20220331 in I+z and detected an on-time 1.7 ppt event on the target using an uncontaminated 2.3’’ target aperture. Selcuk Yalcinkaya/ TUG-T100 observed a defocused nominal egress+75% on 20240219 in zp and detected ~27 min late 2.3 ppt event using an uncontaminated 7.4" target aperture. [P=9.3174505]. Roberto Zambelli/CMO-0.4m observed a full on 20250404 in ic and possibly detected a ~15-30 min early ~1.6 ppt transit in an uncontaminated 7.4 target aperture. The next observation should be a high precision (<1.0 ppt/10 min) full transit in a red (r', R, i', I, z) filter to check for the return of the transit at the revised ephemeris. High-precision (<1.0 ppt/10 min) multi-band or blue (U, u', B, g') filter observations even better for a simultaneous check on chromaticity.";1170;;;"VPC";;2.19;472;4062;8.26;1;
534;"TOI02079.01";185.33820833333;57.752363888889;12.816;0;0;5;;"M star. CARMENES or M&Ms candidate Confirmed on target, observe defocussed EPHEMERIS ERROR: 16min Submitted to TFOP 10 /march/2021 Report: The transit is detected on target with a depth consistent with TESS although the detection is not significant due the shallow transit depth of the candidate. Tc: 2459277.5552 ± 0.0011403 T14: 0.05372 ± 0.00257 days Observations on 10 Feb 2021 Bad due to dome Observations on 1 Feb 2021 Bad due to weather Oct 11 2021, re-activated for Emma paper Observation 16/11/2021: An ingress is apparently present in the data but I think this is a spurious detection, the depth is not consistent with the prediction. Observations 19/11/2021 Bad due to weather Observations 22/11/2021 Bad due to weather ONE LAST TIME";1.492354;0;2458711.95933;0;0;0.0504674;0;0;0;0;1;1;10;"Yes";2458711.9593;0.0013;1.492335;2.0E-5;0.05046741667;0.479173;1.4;"[P=1.492354] DennisC and KarenC analyzed a full on 20201216 in ip and likely detected a ~9 min early ~0.7 ppt event on-target using an uncontaminated 9.7" target aperture. Felipe and the MuSCAT2 team observed a full on 20210303 in gp,rp,ip,zs and likely detected a 0.8 ppt event on target. Tianjun Gan analyzed an ingress -71/+60 mins (-5.9/+5.0 sigma) (termianted mid-transit by weather) on 20210413 in ip. Inconclusive. Ryan Cloutier analyzed a full from 20210425 in ip and tentatively detected a 27 min late ~0.9 ppt event in an uncontaminated 7.8" target aperture. No more observations needed, except for extreme precision (<0.5 ppt/7 min) full transits to reconfirm the timing of the shallow event on target in a red (r', R, i', I, z, Y) filter.";791;1;"KPF (Luque)";"VPC";"Emma Esparza-Borges MuSCAT2 Validation In Prep.";1.77;870;4062;94.99;10;
1971;"TOI05619.01";185.505;55.559516666667;11.2;;;2;;;37.9984529;;2459626.9015174;;3050;5.928;;;;0;;1;1;"No";2459626.9015;0.0028;37.9984529;0.000182;0.247;0.459;7.7;"found in faint-star QLP search; Rick Schwarz/ LCO-McD-1m0 analyzed a near-full (no pre-OOT & limited post-OOT) on 20240208 in zs and detected an on-time ~4.0 ppt [ (Rp/R*)²: 3.5 ppt] event using an uncontaminated 7.0" target aperture and cleared 8/8 neighbors to 2.5'. The ingress is not particularly well-defined. RobertoZ/ LCO-HAL-0m35/ analyzed a egress+90% on 20240424 in gp and detected an ~on-time ~3.6 ppt [(Rp/R*)²: 2.8 ppt] event in an uncontaminated 8.7" target aperture. Mild chromaticity? No more observations needed, except for a high precision (<1.0 ppt/10 min) partial+50% transit in a blue (U, u', B, g') filter to refine the chromaticity check and/or a full in a red (i', I, z, Y) filter to refine the shape (although, the 6 hr duration makes a full difficult). High-precision (<1.0 ppt/10 min) multi-band observations even better.";3050;1;"NEID(19, Gupta), SOPHIE(Hébrard), HARPS-N(26, Pallé)";"VPC";;8.45;696;5906;39.1;0;
1127;"TOI03112.01";185.72745833333;-11.599586111111;13.58;0;0;5;;"EPHEMERIS ERROR: 2min Observed on 30/05. Report: The g-band light curve presented a large scatter and it was not considered for the transit fit. We detect a transit event on-target, the transit seems to be chromatic although the measured transit depths are in agreement within the uncertainties.This one is ready for TFOP.";4.2842125;0;2459302.023672;0;0;0.071125;0;0;0;0;1;1;1;"Yes";2459576.2166;0.0008;4.2842284;5.5E-6;0.062375;0.324;14;"The first TRES observation reveals a spectacular double-lined spectrum for a pair of G dwarfs. Phil Evans/El Sauce 0.51m observed a full on 20220306 in Rc and detected an ~on-time ~11 ppt V-shaped event using a 5.4" uncontaminated target aperture. The field was cleared. AdamP/SUTO-Otivar-0m3 observed a full with MF at ingress on 20220430 in B and did not see an obvious event using 6.16" uncontaminated aperture. Chromaticity? Felipe Murgas/MuSCAT2 observed a full on 20220530 in gp,rp,ip,zs and detected an on-time 8.75, 13.52, 15.94, 16.84 ppt event using an uncontaminated 9.57" target aperture. Has 1.5σ chromaticity. Howie Relles/LCO-SAAO-0m4 analyzed a nominal full on 20220430 in gp and ruled out an on-time event, or maybe detected a 77 min. late, 18.2 ppt depth transit in an uncontaminated 4.6" target aperture. K. Barkaoui/LCO-SSO-1m0 analyzed a full on 20230207 in gp,ip and detected (Rp/R*)^2 = ~9, 14 ppt events using uncontaminated 5.1,5.4” target apertures. Possible mild chromaticity as found by MuSCAT2. On hold awaiting validation or confirmation interest. No more SG1 observations needed at this time.";11830;;;"VPC";;58.84;1182;4935;323.6;1;
1975;"TOI05628.01";185.72873333333;18.836827777778;17.8;;;5;;"Hot Jupiter around an M3 star, paper in preparation for Tianjun Gan. We need a transit to constain the ephemeris since last observation was 1 year go. Check transit times with TESS Transit Finder (TTF), there is a 1.5 hour diference between the two, chose a big observing window. Observe it with long exposures in blue bands (g = 60s, r = 60s at least). observed on 31st of March 2024 Report: We do not detect the transit event with significance, scatter in the light curve is comparable to the transit depth (transit is shallow). The observations were made with the telescope defocused, the target aperture is contaminated by the flux of a nearby star (Star ID 11, TIC 1270806721). We can rule out 7 stars as EBs with deep transits during the observed window.";4.3416583;;2459640.6201558;;50000;1.779;;;;0;1;1;1;"Yes";2459640.6202;0.0011;4.3416583;0.0001;0.07414128556;0.091970466;7;"[P=4.3415097] [original depth = 104 ppt] [The similar mag neighbor in TIC is an unmatched tmgaia2 and cooldwarfs duplicate entry. Confirmed by Martin Paegert.] [Cooldwarf gives R*= 0.296 Rsun.] host is likely an M dwarf which would allow Rp to be planetary; K. Barkaoui/LCO-Teid-1m0 analyzed a full on 20220609 in zs and detected an ~on-time ~50 ppt (instead of 104 ppt) event using an uncontaminated 3.9" target aperture. TICv8 shows an apparent ~4" E similar magnitude neighbor, but TIC reports the target star as from tmgaia2, and the neighbor as being from cooldwarfs, so are duplicates in the TICv8. This would explain the ground-based depth of ~50 ppt instead of 104 ppt deblended depth reported by SPOC. Gaia also does not see the neighbor. Cooldrwarfs reports R*=0.296+/-0.05 Rsun. With a depth of 50 ppt, the companion would have radius Rp = 7 Re. Howie Relles/LCO-SAAO-1m0 analyzed an ingress + 65% on 20230125 in rp and detected a 14.2 min. late 50 ppt ingress in an uncontaminated 3.9" target aperture. K. Barkaoui/LCO-CTIO-1m0 analyzed a full on 20230319 in gp and detected ~16 min late ~47ppt event using an uncontaminated 4.7” target apertures. M. Ghachoui and K. Barkaoui/TRAPPIST-N analyzed a full on 20230319 in i+z and detected an ~18 min (0.3σ) late ~47 ppt event using an uncontaminated 5.0” target apertures. [P=4.3416583] K. Barkaoui/SPECULOOS-South observed a full transit on 20230331 in gp, zp and detected ~48 ppt event using an uncontaminated 2.6, 8.1” target aperture. On hold awaiting statistical validation or RV confirmation. No more SG1 observations needed at this time.";50000;1;"SPIRou-Gan (15)";"VPC+";"Tianjun Gan Confirmation In Prep";64.73;481;3765;8.9;2;
1036;"TOI03862.01";185.90058333333;50.544625;12.351;0;0;5;;"EPHEMERIS ERROR: 6 min USP Observed on 06/02/2022. Report: The observations were affected by clouds, no transit detection. Observed on 09/03. Report: The i-band CCD had connection issues and could not be used. We have a transit detection on target slightly later than the prediction. I think this one is ready for TFOP.";1.557443;0;2458924.502256;0;0;0.0568333;0;0;0;0;1;1;1;"Yes";2459662.7386;0.0006;1.55746;1.9E-6;0.053;0.253;6.2;"[P=1.5574180] found in faint-star QLP search; Karen Delgado-Vega observed a nominal full (e-140/i+130 min; +/->>3σ) on 20210706 in UMD-152 and -178 SR. Inconclusive on and off target. Allyson Bieryla/KeplerCam observed a full on 20220205 in ip and apparently detected a 16 min (2.3σ) late 4.8 ppt event using an uncontaminated 6.7" target aperture, but there's no obvious egress and the modeled egress would be ~2σ short. [P=1.557443] Felipe Murgas/MuSCAT2 observed a nominal full on 20220309 in gp,rp,zs and detected a ~12 min late 3.27, 4.82, 2.73 ppt event using an uncontaminated 10.87" target aperture. Unclear if chromatic. [P=1.557460] Pau Bosch and Sandra Matutano/OAA observed a full on 20220509 in Ic and detected an on-time ~4 ppt event in an uncontaminated 10.1" target aperture. Ferran Grau/CALOU-0m4 analyzed a full on 20220127 in R and possibly detected an ~on-time event (MF and sky changes probably affect depth) using an uncontaminated 10.0" target aperture. KarenC/ LCO-McD-0m35 observed an (unintended) strongly defocused full on 20230311 in gp and probably detected an ~on-time ~4 ppt (apparently V-shaped) event using an uncontaminated 12.6" target aperture. The SPOC event appears flat-bottomed, but other follow-up is also consistent with V-shaped. KarenC/ LCO-Hal-0m35 analyzed a (very rough weather) full on 20230320 in gp and apparently detected a 4 ppt event using an uncontaminated 5.6" target aperture.KarenC/ LCO-Hal-0m35 analyzed a full on 20230331 in gp and detected an ~on-time ~ 4 ppt event. On hold awaiting statistical validation or RV confirmation. No more SG1 observations needed at this time.";3900;1;"HARPS-N-Nowak(27, orbit)";"VPC";"Ilaria Carleo Confirmation In Prep. [sent LCs and write-up]";18.48;1556;5564;973.1;2;
2749;"TOI07031.01";186.01259166667;42.684161111111;16.27;;;5;;"Tianjun program The priority was tentatively lowered to 3 on Feb 20, 2025 (Akihiko). Observed 4 times. A grazing transit around an M dwarf.";1.7914456;;2460368.4196;;12255;1.32;;;;0;;1;1;"Yes";2460368.4196;0.0025;1.7914456;3.0E-6;0.05496979789;0.18817224;7.1;"[P=1.7911016] possibly V-shaped; Gaia DR3 RV error ~ 6 km/s; also a CTOI by Marco Montalto; Update from AIJ-s22+s76. [P=1.79144561] Pablo Lewin/ MLO observed a full (complicated by a mid-egress MF) on 20240607UT in R and possibly detected an ~on time ~12.5 ppt event event using an uncontaminated 6.2" target aperture. The MuSCAT2 team observed a full on 20250116, 20250125, 20250203, 20250210 in gp, rp, ip, zs and detected an ~on-time (Rp/R*)^2: (34, 16, 29, 31), (34, 16, 29, 31), (7, 11, 19, 26), (24, 26, 28, 28) ppt events using ~5" uncontaminated target aperture. The orbit is grazing and the transit depths do not show strong chromaticity. No more SG1 observations needed at this time.";12255;;;"VPC";;29.01;912;4175;115.1;4;
533;"TOI02068.01";186.27354166667;60.418344444444;13.007;0;0;5;;"Angelica Psaridi Project: change priority from 5 to 1 (24 Oct 2025). The idea is to improve the radius estimate using TESS + MuSCAT2. M star: CARMENES or M&Ms candidate Confirmed from the ground on target- Observed de-focussed if necessary. I've done the photometry and analysis for the observations of TOI 2068.01 from 27.12.2020. The data is useless because of dome vignetting. Observation on 24/05/2022 bad due to weather. Let0s go for a third transit Observed on July 2nd 2023 Report: We did not use g- and r-band photometry due to their lack of points, possible there were issues with the astrometry. The light curve scatter is to high to allow the transit detection (the transit event is too shallow). We can rule out 2 stars as EBs with deep transits in the observed window. Let's try one more time Paper in prep. by Priyashkumar Mistry and VaTEST Team. Observed on 20th of February 2024 Report: The brightest reference star (Star ID 1) was saturated in g and r filters. Using the fainter reference stars (Star IDs 3,4,5) we do not detect the transit due to the large scatter in the light curve. By using Star ID 1 as reference star, we detect the transit event in i and zs bands. For the observers: if there is only 1 bright star to be used as reference, please check that it doesn't saturate in all the bands. I think we should upload to ExoFOP only the i and zs light curves.";7.7690288;0;2458683.42339;0;0;0.0868596;0;0;0;0;1;1;4;"Yes";2458683.4224;0.0027;7.7689152;5.91E-5;0.09852083333;0.27652;2.3;"[P=7.76887] Check bright neighbor (TIC 417931299).; Rick Schwarz analyzed a full on 20201220 in 1m0 ip and detected an on-time ~1.5 ppt transit in an uncontaminated 8.2" target aperture. The field was cleared (including the bright neighbor TIC 417931299). No more observations needed, except for high precision (<0.8 ppt/5 min) full transits to refine the transet depth in a red (r', R, i', I, z, Y) filter. AllysonB observed a full on 20210408 in KeplerCam ip and possibly detected a 30 min short 1 ppt transit on target (egress would be on-time). Update to SPOC s14-s41 [P=7.7690288] Rick Schwarz/LCO-Teid-1m0 analyzed a full on 20220416 in ip and detected an ~on-time ~1.3 ppt transit in an uncontaminated 5.1" target aperture. The precision of the photometry and resulting event timing is compromised by scattered light and clouding toward the end. Felipe Murgas/MuSCAT2 observed a full (affected by astrometry/scatter) on 20230702 in gp,ip,rp,zs and cleared 2 out of 6 neighbors over the window, did not see an obvious NEB. Inconclusive. Felipe Murgas/ MuSCAT2 observed a near-full on 20240220 in ip, zs and detected a ~23 min. early ~2.1 ppt event using an uncontaminated 5.7" target aperture. [P=7.7689532]. Rick Schwarz/ Khalid Barkaoui/ LCO-HAL-M3/ analyzed a defocused (4.0) intended full (initial 35.3% of images not usable, egress+75%) under degraded sky conditions on 20250104 in gp-rp-ip-zs and, using double detrending, detected a ~14 min [0.6σ] early ~3.4 ppt egress (average; 2.5x qlp depth; (Rp/R*)²: 2.7, 2.9, 2.8, & 2.8 ppt) using an uncontaminated 6.6" target aperture. [P=7.7689152] No more SG1 observations needed.";1327;;;"VP";;1.87;539;4126;14;4;
368;"TOI01451.01";186.52429166667;61.258927777778;9.584;0;0;5;;"EPHEMERIS ERROR: 30 min Submitted to TFOp 29/1/2020 Check field within 2.5' for NEBs using a red (rp, R, ip, I, z) filter.";33.072563;0;2458694.306641;0;0;0.142177;0;0;0;0;1;1;1;"Yes";2458694.3106;0.0039;16.53818;0.0004;0.12475;0.714441;2.5;"Felipe and the MuSCAT2 team observed a full on 20200110 in gp,rp,ip,zs. The event is too shallow for a firm detection, but 2 of 4 neighbors within 2.5' are cleared, and the remaining 2 are are too faint considering that they are more than an arcmin from the target. The field is cleared over +/-5 sigma from Tc. Retired as CPC.";570;1;"HIRES-TKS(43, Howard), APF(74)";"P";;1.68;788;5867;64;1;
463;"TOI01817.01";186.581875;46.470825;11.079;0;0;5;;"Observed on April 25th. Report: We detect an achromatic transit event on target. This TOI has a P = 13.4 days, nice catch!.";6.69917;0;2458908.32365;0;0;0.08375;0;0;0;0;1;1;1;"Yes";2459658.6232;0.0035;6.699205;4.47E-5;0.07954166667;0.326;5.9;"[P=6.69695] [The period could be 2x = 13.398256 d] narrow transit with shallow egress; AdamP/LCO-1m0 analyzed a full (e-232/i+304 min; -1.2/+1.5 sigma) on 20210204 in 1m0 zs and likely detected ~144 min late ~2 ppt transit on target, but this might be a false detection (poor conditions in this part of observations). No clear NEB at the expected transit time (NEBdepth/RMS>2.5). [P=6.69894] Allyson Bieryla/KeplerCam observed a full of the 0.7σ late on 20220429 in ip and possibly detected an 8 min (0.02σ) early 2.6 ppt event using an uncontaminated 6.7" target aperture. AIJ s49 analysis shows the event should have happened ~45 min later, which could be consistent with the possible later egress in the KeplerCam data. [P=6.69917] Updated to QLP s49 [P/2=6.6991280] Rick Schwarz/LCO-McD-1m0 analyzed a full (phase corresponding to TESS data gap) on 20230211 in zs and detected an on-time 1.4 ppt transit using an uncontaminated 7.4" target aperture. Howie Relles/LCO-TEID-1m0 analyzed a full (phase corresponding to TESS data gap) on 20230310 in zs and detected a 23 min late 1.5 ppt event in an uncontaminated 4.7" target aperture. The duration could be longer. This detection would confirm the 6.9 day period, but some caution should be taken since there are changes in sky transparency at apparent ingress and egress. However, the transit model fit is preferred over a lfat model with detrending with a delta BIC ~ 50. [P=6.699429] Felipe Murgas/MuSCAT2 observed a nominal full on 20230425 in gp,rp,ip,zs and detected a ~19 min. early 1.69, 1.53, 1.43, 1.59 ppt event using an uncontaminated 10.87" target aperture. On hold awaiting statistical validation or RV confirmation. No more SG1 observations needed at this time.";1460;1;"SOPHIE(Hébrard), NEID (PI:Fairnington)";"VPC+";;7.26;1074;6310;221;1;
190;"WD1225-079";186.94729166667;-8.2438861111111;14.7;0;0;5;;"Pablo's Program. This targets needs 2 time slots of 2 hours each.";0;0;0;0;0;0;0;0;0;1;1;;2;"Yes";;;;;;;;;;;;;;;;;;3;
1789;"TOI03863.01";187.27319583333;31.654863888889;13.5;;;3;;;10.9543562;;2459633.2703941;;8770;4.737;;;;0;;1;1;"No";2459633.2704;0.0038;10.9543562;7.11E-5;0.197375;0.326;9;"found in faint-star QLP search; Rick Schwarz/LCO-Teid-0m4 analyzed a full on 20230323 in ip and detected a 0-10 min (0-1.4σ) late 10 ppt event using an uncontaminated 5.7" target aperture and cleared 4/4 neighbors to 2.5'. Howie Relles/LCO-TEID-0m4 analyzed full on 20230403 in gp and detected an ~on-time ~10 ppt (limited baseline points) event in an uncontaminated 5.7" target aperture. On hold awaiting statistical validation or RV confirmation. No more SG1 observations needed at this time.";8770;;;"VPC+";;17.82;848;5918;85.7;0;
1790;"TOI03865.01";187.434325;39.7608;13.4;;;5;;"TOI 3865.01 on 04/06, 13/06, 16/06 2025 Report 04/06: We detect an achromatic transit event on the target star. Report 13/06: We detect an achromatic transit event on the target star. Report 16/06: We detect an achromatic transit event on the target star.";3.011593;;2459662.9217236;;6740;1.894;;;;0;1;1;1;"Yes";2459662.9217;0.0019;3.011593;1.03E-5;0.07891666667;0.271;;"[P=3.0113960] found in faint-star QLP search; Pau Bosch and Sandra Matutano/OAA observed a full on 20220116 in Ic and didn't see a clear 7 ppt event. Allyson Bieryla/KeplerCam observed a full on 20220315 in ip and detected a 73 min (0.4σ) late 10.4 ppt event on the target using an uncontaminated 4.0" target aperture. [P=3.0115930] KarenC observed a full on 202230119 in ip and detected an ~on-time ~7 ppt in an uncontaminated 4.9" target aperture. GHACHOUI Mourad/TRAPPIST-N observed a full on 20230507 in B and detected an ~on-time ~6 ppt event using an uncontaminated 5.12" target aperture. Howie Relles/ LCO-TEID-0m35 analyzed a full on 20240208 in gp and probably detected an ~on-time ~5.6 ppt event using an uncontaminated 5.1" target aperture. MuSCAT2 Team observed a nominal full on 202506-04,13,16 in gp, rp, ip, zs and detected an on-time 7, 7, 7, 7 ppt (average of 3 in each band) events using an uncontaminated 4.4" target apertures. No more SG1 observations needed at this time.";6740;;;"VPC+";;26.68;1283;5542;449.7;3;
1644;"TOI01820.01";187.686475;27.452147222222;10.9;;;5;;;4.860673;;2459661.3283254;;6140;2.632;;;;0;1;1;1;"Yes";2459661.3283;0.0007;4.860673;6.4E-6;0.1096666667;0.365;11.4;"Tianjun analyzed an ingress +90% (-60 min/+150 min, many sigma) on 20200506 in 0m4 ip and detected an on-time ~5 ppt ingress in an contaminated 6.3'' target aperture. Tianjun analyzed an egress -60 min/+60 min on 20200511 in 1m0 zs and detected a on-time event egress in a 5.8'' uncontaminated target aperture. Roberto Zambelli observed a full on 20200525 in R and detected an apparent 3.3 ppt transit. Rick Schwarz analyzed fulls on 20210212 in 1m0 B, zs and detected on-time 6 ppt transits in both filters. No strong chromaticity. No more observations needed.";6140;1;"FIES+Tull (12+11, Serrano-Knudstrup) + FIES(14, Buchhave). Paper published, Knudstrup et al. 2022";"P";"Emil Knudstrup Davide Gandolfi Confirmation Published [4 LCs sent] [Write-up sent]";33.29;1370;5620;585.3;1;
376;"TOI00749.01";187.782;-23.773713888889;15.887;0;0;5;;"EPHEMERIS ERROR: 8 min Submitted to TOP 3/2/2020 Report: Signal is on-target and detected in all four bands (griz). Strong chromaticity is detected, indicating an EB.";0.63554;0;2458569.933594;0;0;0.0523886;0;0;0;0;1;1;1;"Yes";2458569.9336;0.0003;0.63554;1.2E-5;0.05238858333;0.023871;14.4;"Likely EB; HATSouth has extensive follow-up of this candidate, and suggests that it's actually double the period with a nearly equal secondary eclipse. RVs show no variation, suggesting a blend or grazing SB2 with blended lines. From a follow-up light curve on the odd phase at 2xP, there is apparent eccentricity due to the flux minimum being centered at phase 0.49. Joe Twicken analyzed the SPOC TESS light curve and found a phase shift limit in odd/even epochs that differs at the 2.26 sigma level, which is ~10 times smaller than suggested by the HATS follow-up. Will Waalkes observed a full ODD transit on 20190614 in Ic and confirmed the 50 ppt event ~5 minutes early and on target using a 4" aperture that is contaminated with a 1.5" neighbor that, considering the Tmag uncertainty, may be bright enough to have caused the TESS detection. Felipe and the MuSCAT2 team observed a full on 2020124 in gp,rp,ip,zs and detected a chromatic transit on target.";51165;;;"APC";;360.86;1423;3431;679.9;2;
1084;"TOI03896.01";187.93025;63.908547222222;12.43;0;0;5;;"Observed on 20 December 2023, Report: We observed full on 20231220 in gp, rp, ip, zs and did not detect an event using 10.875" aperture. We excluded the data after 2460299.73 BJD due to the high humidity. We did not use ID3 as a comparison star because its position overlapped with that of ID0 (target star). We can rule out all the identified nearby stars. There are several faint sources that are not identified by the pipeline. Observed on May 11. Report: We tentatively detect a transit event on target. We can rule out 1 star as EB with deep transit during the window The lack of pre-transit observations, gap in the data, and the g-band light curve (with deeper transit than the others) makes me a little wary to claim a detection. Let's get a second transit";4.3773145;0;2458925.199109;0;0;0.0967083;0;0;0;0;1;1;1;"Yes";2459634.3224;0.003;4.3773113;2.08E-5;0.09704166667;0.23;3;"found in faint-star QLP search; Ferran Grau/CALOU-0m4 analyzed a full on 20230315 in r and possibly detected a 14 min (2.9σ) early 1.7 ppt full (with time and MF detrending) using an uncontaminated 4.2" target aperture. SPOC is consistent with on-target, and these data clear the nearest star T2 (18" away). Felipe Murgas/MuSCAT2 observed a slightly defocused egress on 20230511 in gp,rp,ip,zs and tentatively detected a ~15 min. early ~3.8, 1.0, 0.6, 2.0 ppt event using an uncontaminated 10.9" target aperture. JeromeL/ MUSCAT2 Team/ observed full on 2023.12.20 in gp, rp, ip, zs and probably detected a hint of a ~2 ppt event in the combined light curve using uncontaminated 10.9" target apertures. The gp band light curve shows an apparent ~on-time event, although the RMS is still high. Inconcusive. The data are just not sensitve enough at the ~ 1ppt level. Howie Relles/ KarenC/ LCO-McD-1m0 analyzed a full on 20240404 in ip and detected an ~on-time 1.5 ppt event using an uncontaminated 5.8" target aperture. No more observations needed, except for extreme precision (0.5 ppt/10 min) **full-only**, **multi-band-only** data in at least blue (B, g') *and* mid (V, rp) *and* red (i', I, z, Y) filters to refine the check on chromaticity.";1430;;;"VPC";;3.94;958;5071;139.8;2;
1157;"TOI03880.01";188.18075;34.494811111111;14.093;0;0;5;;"report for TOI03880.01 observed on 09/12/2024 We do not detect a transit even though the photometric quality is sufficient for a significant detection. However, this is not unexpected due to a prior probability of a transit not occurring during the observing window of 83%. Observed on January 29th, 2025. A nominally full transit was observed, but only a hint of ingress was detected. Let's observe again with a long (>2 hours) post-egress baseline.";2.1614819;0;2458925.516992;0;0;0.0448333;0;0;0;0;1;1;2;"Yes";2458925.517;0.0026;2.1616;3.0E-5;0.04483333333;0.372;8.1;"[P=2.1614820] found in faint-star QLP search; Allyson Bieryla/KeplerCam observed a full on 20220204 and 20220120 in ip and detected a 30 min (0.2σ) late 7.5 ppt event on the target using an uncontaminated 6.7" target aperture. [P=2.161549] Jerome de Leon/MuSCAT2 team/ observed a nominal full (e-90/i+100 ; -2.5/2.8σ) on 20250130 in gp, rp, ip, zs and ruled out an ~on-time ~6.3 ppt event using an uncontaminated target aperture. There is a hint of a ~62 min (1.7σ) late ingress that is more apparent in the redder bands. Did not see any obvious NEBs over the window. There are no upcoming TESS observations so let's check this possible 1.7σ late event. [P=2.161600] The next observation should be a high precision (<1.0 ppt/10 min) full transit in a red (r', R, i', I, z) filter to check for the return of the transit at the revised ephemeris.";6340;;;"VPC?";;31.38;1186;4669;328.3;2;
72;"WASP-107b";188.38686666667;-10.14615;11.6;0.66;0.69;2;"K6";"Proposed by Jerome and John. J band transit and Spitzer 3.6um + 4.5um transits are available.";5.72149;2.0E-6;2456514.411;0.0001;0;0.1147;0;0.12;0.94;0;1;;1;"Yes";;;;;;;;;;;;;;;;;;2;2.4000333917689
1796;"TOI03900.01";188.528125;4.1878305555556;12.6;;;3;;;14.780266;;2458932.910253;;6840;3.497;;;;0;;1;1;"No";2458932.9423;0.001;14.740586;3.0E-5;0.1457083333;0.373;9.1;"[P=14.7802660] found in faint-star QLP search; Update from AIJ-s46. [P=14.741266] Update from AIJ-s23+s91 and T0 from s23. [P=14.740586, T0=1932.9423]. Confirm event on target and/or check field for NEBs within 2.5' using a red (rp, R, ip, I, z) filter.";6840;;;"PC";;15.75;828;5693;78;0;
1710;"TOI02528.01";188.834725;-18.029466666667;13.5;;;3;;;11.72515;;2458581.047976;;11480;6.031;;;;0;;1;1;"No";2458581.048;0.0035;11.72515;0.0005;0.2512916667;0.495;10.1;"[P=11.72883] CTOI from Rafael Brahm; Phil Evans observed a gapped nominal full on UT20210311 and detected a 327 min (0.9σ) early ~10 ppt egress on target. The field was cleared over the window. [P=11.72515] Phil Evans observed a full in Rc on 20210415 and detected a few min early 10-15 ppt transit. Rick Schwarz analyzed an ingress +90% on 20210531 in 1m0 alternating gp, ip and detected on-time, ~ 11 ppt transits in uncontaminated 4.7" target apertures. On hold awaiting validation or confirmation interest.";11480;1;"WINE(FEROS 3)";"VPC+";;15.19;854;5724;88.2;0;
